source_id,kohde,tyyppi,kunta,lisatieto,palvelut,linkki,lipas_type_name,lipas_type_code,lipas_loi_type,omistaja,yllapitaja,sijainti,x_eureffin,y_eureffin,geometry
153,Avaruuspuisto Väisälä,Nahtavyys,Kaarina,,,https://www.avaruuspuisto.fi/,,,building,Muu,Yksityinen / yhdistys,,249268.73315396,6706369.17049483,Point (249268.73315396 6706369.17049483)
154,Tuorlan luonnonsuojelualueet,Luonnonnahtavyys,Kaarina,Tuorlan lehtometsä,,,,,natural-attraction,Muu,,,249336.799312594,6706329.83419502,Point (249336.79931259 6706329.83419502)
155,Kuninkaantie/ Suuri rantatie,Opastaulu,Kaarina,Luonto- ja historiaopastaulu,,,,,information-board,Kunta,Kunta / muu,,249467.9110678,6706510.92572011,Point (249467.9110678 6706510.92572011)
157,Raadelman uimarannan pysäköintialue,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,250362.353887228,6706035.55593366,Point (250362.35388723 6706035.55593366)
158,,Opastaulu,Kaarina,Opastaulu rautakautinen Hadvala,,,,,information-board,Kunta,Kunta / muu,,252631.788613856,6707142.35010724,Point (252631.78861386 6707142.35010724)
159,Piikkiön kirkko,Nahtavyys,Kaarina,Piikkiön kirkko,,,,,building,Muu,Muu,,253398.564792155,6707234.64259667,Point (253398.56479215 6707234.64259667)
160,Kaarinan perintömetsän luontopolku,Opastaulu,Kaarina,Luontopolun infotaulu,,,,,information-board,Kunta,Kunta / muu,,244546.626906029,6707549.3467647,Point (244546.62690603 6707549.3467647)
161,Kaarinan perintömetsän luontopolku,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,244778.9861854,6706817.36494586,Point (244778.9861854 6706817.36494586)
164,Ristikallion uimaranta,Vesillelasku,Kaarina,Reitti: Littoistenjärven melontareitti,,,,,boat-ramp,Kunta,Kunta / muu,,246875.959551431,6710072.13815024,Point (246875.95955143 6710072.13815024)
165,Littoisten uimaranta,Rantautuminen,Kaarina,Reitti: Littoistenjärven melontareitti,,,Rantautumispaikka,205.0,,Kunta,Kunta / muu,,245813.694608125,6711351.4775925,Point (245813.69460812 6711351.4775925)
166,Hovirinnan uimaranta,Vesillelasku,Kaarina,,,,,,boat-ramp,Kunta,Kunta / muu,,245490.761581168,6704418.33500158,Point (245490.76158117 6704418.33500158)
167,Kuuslahden uimapaikka,Rantautuminen,Kaarina,,,,Rantautumispaikka,205.0,,Kunta,Kunta / muu,,243093.66732178,6703556.18040673,Point (243093.66732178 6703556.18040673)
168,Villa Wolax,Rantautuminen,Kaarina,,,,Rantautumispaikka,205.0,,Muu,,,242277.226918566,6701629.66531622,Point (242277.22691857 6701629.66531622)
169,Kavalton tila,Rantautuminen,Kaarina,,,,Rantautumispaikka,205.0,,Muu,,,252250.614391751,6705722.96193987,Point (252250.61439175 6705722.96193987)
170,Kuusiston linnanrauniot,Rantautuminen,Kaarina,,,,Rantautumispaikka,205.0,,Valtio,Muu,,250804.386752205,6705484.15794369,Point (250804.38675221 6705484.15794369)
171,Raadelman uimaranta,Rantautuminen,Kaarina,,,,Rantautumispaikka,205.0,,Kunta,Kunta / muu,,250139.886182118,6705960.07192293,Point (250139.88618212 6705960.07192293)
172,Voivalan uimaranta,Rantautuminen,Kaarina,,,,Rantautumispaikka,205.0,,Kunta,Kunta / muu,,247496.8932304,6705207.5300367,Point (247496.8932304 6705207.5300367)
173,Harvaluodon silta,Vesillelasku,Kaarina,,,,,,boat-ramp,Valtio,,,251995.362281649,6702478.56945759,Point (251995.36228165 6702478.56945759)
174,Toivonlinna,Rantautuminen,Kaarina,,,,Rantautumispaikka,205.0,,Muu,,,253802.533188824,6702368.0353506,Point (253802.53318882 6702368.0353506)
175,Harvaluodon virkistysalue,Rantautuminen,Kaarina,,,,Rantautumispaikka,205.0,,Kunta,Kunta / muu,,252823.587202283,6701059.35596947,Point (252823.58720228 6701059.35596947)
176,Littoistenjärven uimarannan pysäköintialue,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,245726.141161434,6711390.24629442,Point (245726.14116143 6711390.24629442)
177,Ristikallion uimaranta,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,,,246886.220020991,6710022.98504603,Point (246886.22002099 6710022.98504603)
178,Harvaluodon virkistysalue,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,252736.745139746,6701103.03084543,Point (252736.74513975 6701103.03084543)
179,Halistenkoski,Rantautuminen,,,,,Rantautumispaikka,205.0,,Muu,,,242053.147293634,6712409.39795051,Point (242053.14729363 6712409.39795051)
180,Oleskelulaituri,Rantautuminen,Kaarina,,,,Rantautumispaikka,205.0,,Kunta,Kunta / muu,Jukolanranta,246323.126825704,6704473.46219963,Point (246323.1268257 6704473.46219963)
181,"Aurajoen melontakeskus, Myllärintalo",Pysakointialue,,,,,,,parking-spot,Kunta,,,241977.024698013,6712421.12724588,Point (241977.02469801 6712421.12724588)
182,Maantie 110 levähdysalue,Pysakointialue,Paimio,,,,,,parking-spot,Valtio,,,260708.818858581,6706282.37704509,Point (260708.81885858 6706282.37704509)
183,Sarapiston pysäköintialue,Pysakointialue,Sauvo,,,,,,parking-spot,Muu,,,264457.268437493,6687191.00148592,Point (264457.26843749 6687191.00148592)
184,Karunan kalliorannan pysäköintialue,Pysakointialue,Sauvo,,,,,,parking-spot,Kunta,,,255857.278305882,6690359.94830921,Point (255857.27830588 6690359.94830921)
185,Marjaniemen leirikeskus,Rantautuminen,Sauvo,,,,Rantautumispaikka,205.0,,Kunta,,,271675.907938341,6691677.42210344,Point (271675.90793834 6691677.42210344)
186,Sarapisto,Rantautuminen,Sauvo,,,,Rantautumispaikka,205.0,,Muu,,,264568.664254753,6686984.47893139,Point (264568.66425475 6686984.47893139)
187,Karunan Kallioranta,Rantautuminen,Sauvo,,,,Rantautumispaikka,205.0,,Kunta,,,255690.439752525,6690327.28164703,Point (255690.43975252 6690327.28164703)
188,Nautelankoski,Nahtavyys,Lieto,Reitti: Kuuden kunnanosan kierros / Nautelankosken luonnonsuojelualueen polut / Ankka-Nautela luontopolku,,,,,natural-attraction,Muu,,Nautelankoski,250963.855874624,6722371.31654109,Point (250963.85587462 6722371.31654109)
189,"Halistenkoski, Aurajoen opastuskeskus",Nahtavyys,,,,,,,building,Kunta,,,242064.945317751,6712396.58048775,Point (242064.94531775 6712396.58048775)
190,Kirveskallio,Nakoala,Sauvo,,,,,,viewpoint,Kunta,,,262477.805425086,6698423.26863886,Point (262477.80542509 6698423.26863886)
191,Sauvon Kädet ry kesänäyttely,Nahtavyys,Sauvo,,,,,,building,Muu,,,255785.880646019,6690785.7830703,Point (255785.88064602 6690785.7830703)
192,Timperin kuppikallio,Nahtavyys,Sauvo,Rautakautinen asuinpaikka ja kuppikallio. Eväspöytä ja penkit,,,,,historical-structure,Kunta,,,261892.831548073,6697443.41289846,Point (261892.83154807 6697443.41289846)
193,Rautakautinen asuinpaikka,Nahtavyys,Sauvo,Ei opastaulua,,,,,historical-structure,Muu,,,263213.187158263,6697153.86552717,Point (263213.18715826 6697153.86552717)
194,Sauvon kirkko,Nahtavyys,Sauvo,,,,,,building,Muu,,,262697.314850256,6697309.37369247,Point (262697.31485026 6697309.37369247)
195,Sauvon tori,Nahtavyys,Sauvo,,,,,,building,Kunta,,,262469.471139689,6697417.7653606,Point (262469.47113969 6697417.7653606)
196,Sauvon kirjasto,Nahtavyys,Sauvo,,,,,,building,Kunta,,,262529.19716091,6697523.94495388,Point (262529.19716091 6697523.94495388)
197,1930 -luvun funkkistalo,Nahtavyys,Sauvo,,,,,,building,Muu,,,262493.803963146,6697448.73440865,Point (262493.80396315 6697448.73440865)
198,Huttalan linnavuori,Nahtavyys,Kaarina,Muinaisjäännösalue,,,,,historical-structure,Kunta,Kunta / muu,,255184.381586365,6706785.76519961,Point (255184.38158637 6706785.76519961)
199,Pronssikautinen hautaröykkiö,Nahtavyys,Kaarina,Muinaisjäännösalue,,,,,historical-structure,Kunta,Kunta / muu,,255903.078360012,6706736.27201732,Point (255903.07836001 6706736.27201732)
200,Pohtionvuoren pronssikautinen hautaröykkiö,Nahtavyys,Kaarina,muinaisjäännösalue,,,,,historical-structure,Muu,Muu,,255790.150253961,6707302.30672169,Point (255790.15025396 6707302.30672169)
201,Muinaisranta,Luonnonnahtavyys,Kaarina,,,,,,natural-attraction,Muu,Muu,,255908.6550566,6707169.86017756,Point (255908.6550566 6707169.86017756)
202,Kuusiston piispanlinnan rauniot,Nahtavyys,Kaarina,"Ylläpitäjä Metsähallitus, https://www.luontoon.fi/kuusisto",,https://tammireitit.fi/kuusistonlinnanrauniot,,,historical-structure,Valtio,Muu,,250835.661503351,6705394.47687018,Point (250835.66150335 6705394.47687018)
203,Hiirmetsän näköalapaikka,Nakoala,Sauvo,,,,,,viewpoint,Muu,,,262514.873099055,6696505.89340732,Point (262514.87309906 6696505.89340732)
204,Haarakallion näköalapaikka,Nakoala,Sauvo,,,,,,viewpoint,Muu,,,262477.893530252,6696493.49032214,Point (262477.89353025 6696493.49032214)
205,Rantakallion muinaisranta,Nahtavyys,Sauvo,,,,,,natural-attraction,Muu,,,256584.149907142,6688020.87905788,Point (256584.14990714 6688020.87905788)
206,Näköala Maalunlahdelle,Nakoala,Sauvo,,,,,,viewpoint,Muu,,,256327.525742906,6688068.73701509,Point (256327.52574291 6688068.73701509)
207,Haaviston myllypato,Nahtavyys,Sauvo,,,,,,building,Muu,,,263863.811369885,6697557.07616435,Point (263863.81136989 6697557.07616435)
208,Rautakautinen hautaröykkiö,Nahtavyys,Sauvo,,,,,,historical-structure,Muu,,,263484.11727048,6697251.85110121,Point (263484.11727048 6697251.85110121)
209,Näköala Vähäjokilaaksoon,Nakoala,Paimio,,,,,,viewpoint,Kunta,,,263233.068608843,6710547.70791155,Point (263233.06860884 6710547.70791155)
210,Vaarniemen rälssitila,Nahtavyys,Kaarina,,,,,,building,Muu,,,240365.555409774,6705509.52194786,Point (240365.55540977 6705509.52194786)
211,Pronssikautinen hautaröykkiö,Nahtavyys,Kaarina,,,,,,historical-structure,,,,240990.110395595,6705285.25507352,Point (240990.11039559 6705285.25507352)
212,Ala-Lemun kartano,Nahtavyys,Kaarina,,,,,,building,Muu,,,241413.996008214,6703859.02586605,Point (241413.99600821 6703859.02586605)
213,Lemun taistelun muistomerkki,Nahtavyys,Kaarina,,,,,,historical-structure,Kunta,Kunta / muu,,242023.48538374,6704250.16039927,Point (242023.48538374 6704250.16039927)
214,Yli-Lemun kartano,Nahtavyys,Kaarina,Huom! yksityisomistuksessa,,,,,building,Muu,,,242132.713102272,6704367.59361252,Point (242132.71310227 6704367.59361252)
215,Rauvolantie,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,240879.303570221,6705682.61257101,Point (240879.30357022 6705682.61257101)
217,Kasarminmäki,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,241771.88604103,6704401.79487821,Point (241771.88604103 6704401.79487821)
218,Nunnan luontopolku,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,249001.26076663,6709959.11668055,Point (249001.26076663 6709959.11668055)
219,Pontelan yhdysreitti,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,253720.48666894,6706740.69595704,Point (253720.48666894 6706740.69595704)
220,,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,246360.67157311,6703955.77960199,Point (246360.67157311 6703955.77960199)
221,Vähäsillan paja,Opastaulu,Kaarina,,,,,,information-board,Kunta,,,262653.162061537,6710495.29449881,Point (262653.16206154 6710495.29449881)
222,Tiilitehdas,Opastaulu,Kaarina,,,,,,information-board,Kunta,,,263090.38947741,6710631.22389233,Point (263090.38947741 6710631.22389233)
223,Kohiseva ja Vähäjoen luontoa,Opastaulu,Kaarina,,,,,,information-board,Kunta,,,263558.732633119,6710132.10204837,Point (263558.73263312 6710132.10204837)
224,Oinilan jokipolku,Opastaulu,Paimio,,,,,,information-board,Muu,,,262822.780908916,6711949.1703603,Point (262822.78090892 6711949.1703603)
225,"Kuusiston koulupolku, Empon koulu",Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,245900.992813947,6703782.44181615,Point (245900.99281395 6703782.44181615)
226,"Kuusiston koulupolku, Kuusiston koulu",Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,246664.091430602,6703161.07706398,Point (246664.0914306 6703161.07706398)
227,Tuorla,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,248954.453814778,6706452.92046019,Point (248954.45381478 6706452.92046019)
228,Hovirinnan rantapuisto,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,245385.020166944,6704555.64569836,Point (245385.02016694 6704555.64569836)
229,Kuusiston linnanrauniot ja kappelinmäen luontopolku,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,250095.054422503,6704963.55175571,Point (250095.0544225 6704963.55175571)
230,Peimari-Areena,Opastaulu,Sauvo,,,,,,information-board,Kunta,,,262372.812769919,6698214.1452887,Point (262372.81276992 6698214.1452887)
231,Kuusiston linnanrauniot,Opastaulu,Kaarina,,,,,,information-board,Valtio,Muu,,250809.309932454,6705325.52578476,Point (250809.30993245 6705325.52578476)
232,Sauvon keskusta,Opastaulu,Sauvo,,,,,,information-board,Valtio,,,261985.587482095,6697362.49942276,Point (261985.58748209 6697362.49942276)
233,Rantola,Opastaulu,Sauvo,,,,,,information-board,Muu,,,255722.813675277,6690793.61990087,Point (255722.81367528 6690793.61990087)
234,,Opastaulu,Sauvo,,,,,,information-board,Kunta,,Sauvon tori,262474.67146527,6697409.05006145,Point (262474.67146527 6697409.05006145)
235,Marjaniemi,Opastaulu,Sauvo,,,,,,information-board,Kunta,,,271582.072180415,6691766.74991932,Point (271582.07218042 6691766.74991932)
236,Sarapisto,Opastaulu,Sauvo,,,,,,information-board,Muu,,,264568.845652808,6687052.43978234,Point (264568.84565281 6687052.43978234)
237,Karunan Kallioranta,Opastaulu,Sauvo,,,,,,information-board,Kunta,,,255834.410518941,6690347.9705069,Point (255834.41051894 6690347.9705069)
238,Hiirmetsän tonttupolku,Opastaulu,Sauvo,,,,,,information-board,Muu,,,262625.161264182,6696504.54436938,Point (262625.16126418 6696504.54436938)
239,Maalun pirunpellonpolku,Opastaulu,Sauvo,,,,,,information-board,Muu,,,256980.946704028,6688161.60187343,Point (256980.94670403 6688161.60187343)
240,Littoistenjärven uimaranta,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,245908.48810925,6711453.03517543,Point (245908.48810925 6711453.03517543)
241,Piikkiön kehityksen pysäköintipaikka,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,254614.666652782,6707051.27932684,Point (254614.66665278 6707051.27932684)
242,Piikkiön linnavuoren reitistö,Opastaulu,Kaarina,Tammireittien infotaulu,,,,,information-board,Kunta,Kunta / muu,,255621.651681185,6706694.39109684,Point (255621.65168118 6706694.39109684)
244,Sauvon kotiseutumuseo,Nahtavyys,Sauvo,"Museo, puot",,,,,building,Kunta,,,261944.763902309,6697840.25447332,Point (261944.76390231 6697840.25447332)
246,Karunan kirkko,Nahtavyys,Sauvo,,,,,,building,Muu,,,253644.895853234,6689700.5928378,Point (253644.89585323 6689700.5928378)
247,Hännilän tila,Tilamyynti,Sauvo,,"suoramyynti, majoituspalvelu, hevostila",http://www.hannilantila.fi/,,,building,Muu,,,254599.391143923,6692053.97519713,Point (254599.39114392 6692053.97519713)
250,Villa Volax,Majoitus,Kaarina,"Ravintola, majoitus, ohjelmat",,https://www.villawolax.fi/,,,accommodation-rental,Muu,,,242201.467829342,6701755.66968188,Point (242201.46782934 6701755.66968188)
251,Kavalton tila,Majoitus,Kaarina,"Majoitus, saunat, kokous, juhlat, pitopalvelut",,https://www.kavaltontila.com/,,,accommodation-rental,Muu,,,252856.005609102,6705573.09729633,Point (252856.0056091 6705573.09729633)
253,Salmensuun tila,Tilamyynti,Sauvo,Hereford lihapuoti,suoramyynti: herefordin liha,https://www.salmensuu.com/,,,building,Muu,,,259047.978475225,6694575.56448367,Point (259047.97847522 6694575.56448367)
254,Wanha liesniemi,Tilamyynti,Sauvo,"Luomutila, tilapuoti",suoramyynti: luomuvihannekset ja -marjat,,,,building,Muu,,,261727.75615922,6693720.86966009,Point (261727.75615922 6693720.86966009)
255,Kuusiston taidekartano,Nahtavyys,Kaarina,,,https://kuusistontaidekartano.fi/kotisivu/fi/,,,building,Valtio,Muu,,250354.71158635,6704988.42587306,Point (250354.71158635 6704988.42587306)
256,Puuhaus,Tilamyynti,Sauvo,Paikallisia käsitöitä,,,,,building,Muu,,,261829.876156684,6697364.20486772,Point (261829.87615668 6697364.20486772)
258,Kuusiston linnanrauniot,Pysakointi_liikeste,Kaarina,Pysäköinti vain liikuntaesteisille,,,,,parking-spot,Valtio,Muu,,250797.433720036,6705311.6934903,Point (250797.43372004 6705311.6934903)
259,Piikkiön linnavuoren reitistö,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,255622.500812584,6706684.68757383,Point (255622.50081258 6706684.68757383)
260,Piikkiön kehityksen pysäköintialue,Pysakointialue,Kaarina,,,,,,parking-spot,Muu,Muu,,254619.043969072,6707068.08546471,Point (254619.04396907 6707068.08546471)
261,Kuusiston linnanrauniot ja Kappelinmäen luontopolku,Pysakointialue,Kaarina,,,,,,parking-spot,Valtio,Muu,,250073.172900005,6704949.9569,Point (250073.1729 6704949.9569)
262,Nunnan pysäköintialue,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,248985.057552946,6709936.89063906,Point (248985.05755295 6709936.89063906)
263,Hiirmetsän tonttupolku,Pysakointialue,Sauvo,,,,,,parking-spot,Muu,,,262624.276596564,6696511.87480406,Point (262624.27659656 6696511.87480406)
264,Maalun pysäköintialue,Pysakointialue,Sauvo,,,,,,parking-spot,Kunta,,,256985.117290512,6688171.25199415,Point (256985.11729051 6688171.25199415)
265,Sauvon kirkon pysäköintialue,Pysakointialue,Sauvo,,,,,,parking-spot,Muu,,,262633.717698039,6697313.79784219,Point (262633.71769804 6697313.79784219)
266,Sauvon kirkon pysäköintialue,Pysakointialue,Sauvo,,,,,,parking-spot,Muu,,,262774.460961005,6697270.66238242,Point (262774.460961 6697270.66238242)
267,Vähäjokipolun pysäköintialue,Pysakointialue,Paimio,,,,,,parking-spot,Kunta,,,263623.435693684,6710091.57573825,Point (263623.43569368 6710091.57573825)
268,Paimion urheilupuisto,Pysakointialue,Paimio,Paimion polun lähtöpisteen läheisyydessä,,,,,parking-spot,Kunta,,,263415.069944795,6709030.48812757,Point (263415.06994479 6709030.48812757)
269,Rauvola,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,240834.681387931,6705689.87796075,Point (240834.68138793 6705689.87796075)
270,Kasarminmäki länsi,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,241774.695626243,6704393.05841005,Point (241774.69562624 6704393.05841005)
271,Kasarminmäki itä,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,242036.120877957,6704150.0600938,Point (242036.12087796 6704150.0600938)
272,Piispanlähteen yläkoulu,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,242371.273492377,6705831.986938,Point (242371.27349238 6705831.986938)
273,Polttopuuvarasto,Polttopuuvarasto,Kaarina,,,,,,woodshed,Kunta,,,240448.36880765,6705314.87507251,Point (240448.36880765 6705314.87507251)
274,Laavu,Tulipaikka,Kaarina,,,,,,fire-pit,Kunta,,,240545.976592762,6705105.87007867,Point (240545.97659276 6705105.87007867)
275,Taukopaikka,Taukopaikka,Kaarina,,,,,,rest-area,Kunta,,,240734.012775592,6705196.97246699,Point (240734.01277559 6705196.97246699)
277,Taukopaikka,Taukopaikka,Kaarina,,,,,,rest-area,Kunta,Kunta / muu,,240785.829541888,6703903.40518447,Point (240785.82954189 6703903.40518447)
278,,Tulipaikka,Kaarina,,,,,,fire-pit,Kunta,Kunta / muu,,242345.326736915,6705166.16567945,Point (242345.32673691 6705166.16567945)
279,Polttopuuvarasto,Polttopuuvarasto,Kaarina,,,,,,woodshed,Kunta,Kunta / muu,,242157.108935363,6705279.65829296,Point (242157.10893536 6705279.65829296)
280,,Kuivakaymala,Kaarina,,,,,,dry-toilet,Kunta,,,240549.882267688,6705123.11168246,Point (240549.88226769 6705123.11168246)
281,Alanteen tilamyynti,Tilamyynti,Paimio,,,https://alanteentila.fi/,,,building,Muu,,,264059.879158977,6718805.74388937,Point (264059.87915898 6718805.74388937)
282,Kamparsin luomutila,Tilamyynti,Sauvo,suoramyynti: vihannekset,suoramyynti: vihannekset,,,,building,Muu,,,255640.075391093,6690893.06000963,Point (255640.07539109 6690893.06000963)
285,Alholan tilapuoti,Tilamyynti,Sauvo,suoramyynti: vihanneksia ja marjoja,suoramyynti: vihanneksia ja marjoja,,,,building,Muu,,,265230.481143308,6689058.01598292,Point (265230.48114331 6689058.01598292)
286,Kankaanrannan puutarha,Tilamyynti,Sauvo,,"kukkakauppa, marjoja, vihanneksi",,,,building,Muu,,,261884.229874071,6697666.47358969,Point (261884.22987407 6697666.47358969)
287,Niemelän tila,Tilamyynti,Sauvo,suoramyynti,suoramyynti: marjoja ja kasviksia,,,,building,Muu,,,269487.922156537,6693580.02224126,Point (269487.92215654 6693580.02224126)
288,Salmin puutarha,Tilamyynti,Sauvo,suoramyynti: kukat ja taimet,suoramyynti: kukat ja taimet,,,,building,Muu,,,263647.4513807,6694891.62468587,Point (263647.4513807 6694891.62468587)
289,Sauvon RajaPuoti,Tilamyynti,Sauvo,"sauvolaisia vihanneksi ja marjoja, savulohta","sauvolaisia vihanneksi ja marjoja, savulohta",,,,building,Muu,,,261430.787201243,6700508.77138333,Point (261430.78720124 6700508.77138333)
290,Uotkullan tila,Tilamyynti,Sauvo,mansikan suoramyynti,mansikan suoramyynti,,,,building,Muu,,,259258.156433424,6694768.82396025,Point (259258.15643342 6694768.82396025)
291,Peuravaaran puutarha,Tilamyynti,Sauvo,suoramyynti: puutarhakasvikset,suoramyynti,,,,building,Muu,,,262513.20382764,6694406.92935853,Point (262513.20382764 6694406.92935853)
292,Portaat,Portaat,Kaarina,Maastoportaat,,,,,stairs,Kunta,,,240461.752354507,6705302.11317357,Point (240461.75235451 6705302.11317357)
293,,Laavu,Kaarina,,,,"Laavu, kota tai kammi",301.0,,Kunta,Kunta / muu,,240536.531745064,6705105.43407191,Point (240536.53174506 6705105.43407191)
294,,Opastaulu,Kaarina,Luontotaulu,,,,,information-board,Kunta,Kunta / muu,,242121.593662871,6704582.50970729,Point (242121.59366287 6704582.50970729)
295,,Vesillelasku,Kaarina,,,,,,boat-ramp,Kunta,Kunta / muu,Kuuslahden uimapaikka,243107.067512028,6703576.79286315,Point (243107.06751203 6703576.79286315)
296,Kuuslahden uimapaikka,Pysakointialue,Kaarina,,,,,,parking-spot,Kunta,Kunta / muu,,243081.335891583,6703475.28280084,Point (243081.33589158 6703475.28280084)
299,Harvaluodon virkistysalue,Tulipaikka,Kaarina,Grillikatos,,,,,fire-pit,Kunta,Kunta / muu,,252752.411991268,6701111.9869082,Point (252752.41199127 6701111.9869082)
300,Kuusiston Piispanlinnan vierailukeskus,Nahtavyys,Kaarina,,,http://ohjelmapalvelucastrum.net/,,,building,Valtio,Muu,,250797.044907178,6705333.82187587,Point (250797.04490718 6705333.82187587)
301,,Kuivakaymala,Kaarina,"Esteetön sähköwc, avoinna kesäkaudella",,https://www.luontoon.fi/kuusisto,,,dry-toilet,Valtio,Muu,,250759.195031235,6705357.82231696,Point (250759.19503123 6705357.82231696)
303,,Vesillelasku,Kaarina,,,,,,boat-ramp,Kunta,Kunta / muu,Raadelman uimaranta,250144.608872904,6705958.29528332,Point (250144.6088729 6705958.29528332)
304,Hovirinnan uimaranta,Rantautuminen,Kaarina,,,,Rantautumispaikka,205.0,,Kunta,Kunta / muu,,245502.20369988,6704420.7282279,Point (245502.20369988 6704420.7282279)
305,Kuuslahden uimapaikka,Tulipaikka,Kaarina,Grillikatos,,,,,fire-pit,Kunta,Kunta / muu,,243117.862612379,6703598.34225788,Point (243117.86261238 6703598.34225788)
306,Kuusiston kirkko,Nahtavyys,Kaarina,,,,,,building,Muu,Muu,,247139.141616164,6702732.68263283,Point (247139.14161616 6702732.68263283)
308,Ristikallion uimaranta,Rantautuminen,Kaarina,Reitti: Littoistenjärven melontareitti,,,Rantautumispaikka,205.0,,Kunta,Kunta / muu,,246865.556988919,6710062.2978475,Point (246865.55698892 6710062.2978475)
309,,Vesillelasku,Kaarina,Reitti: Littoistenjärven melontareitti,,,,,boat-ramp,Kunta,Kunta / muu,Littoistenjärven uimaranta,245822.885731846,6711365.73018103,Point (245822.88573185 6711365.73018103)
312,,Laavu,Kaarina,Reitti: Nunnan luontopolku,,,"Laavu, kota tai kammi",301.0,,Kunta,Kunta / muu,,248892.983684581,6710196.03582448,Point (248892.98368458 6710196.03582448)
314,,Kuivakaymala,Kaarina,,,,,,dry-toilet,Kunta,Kunta / muu,,248902.216641149,6710194.07731855,Point (248902.21664115 6710194.07731855)
315,,Tulipaikka,Kaarina,grillikatos,,,,,fire-pit,Kunta,Kunta / muu,,248968.526056519,6709957.37788648,Point (248968.52605652 6709957.37788648)
316,,Polttopuuvarasto,Kaarina,Reitti: Piikkiön linnavuoren reitistö,,,,,woodshed,Kunta,Kunta / muu,,254630.566726279,6707052.49389904,Point (254630.56672628 6707052.49389904)
317,,Kierratys,Kaarina,,,,,,recycling-point,Kunta,Kunta / muu,,254598.671058132,6707050.25560653,Point (254598.67105813 6707050.25560653)
318,,Laavu,Kaarina,,,,"Laavu, kota tai kammi",301.0,,Kunta,Kunta / muu,,255398.860627512,6706832.30187417,Point (255398.86062751 6706832.30187417)
319,,Kuivakaymala,Kaarina,,,,,,dry-toilet,Kunta,Kunta / muu,,255401.378706576,6706851.60714701,Point (255401.37870658 6706851.60714701)
320,,Nahtavyys,Kaarina,muinaisjäännösalue,,,,,historical-structure,Kunta,Kunta / muu,Kolamäki,252713.189411957,6707163.56916444,Point (252713.18941196 6707163.56916444)
321,Huttalanmäen rautakautinen kalmisto,Nahtavyys,Kaarina,muinaisjäännösalue,,,,,historical-structure,Kunta,Kunta / muu,,254237.326712381,6707428.94671918,Point (254237.32671238 6707428.94671918)
322,Perinnemaisema kohde,Luonnonnahtavyys,Kaarina,Huttalanmäen kallioketo,,,,,natural-attraction,Kunta,Kunta / muu,,254129.049312611,6707444.61476669,Point (254129.04931261 6707444.61476669)
323,Perinnemaisemakohde,Luonnonnahtavyys,Kaarina,Hadvalan niityt,,,,,natural-attraction,Kunta,Kunta / muu,,252701.997949449,6707119.08310096,Point (252701.99794945 6707119.08310096)
324,Rauhalinnan luontopolku,Opastaulu,Kaarina,Luontopolun opastaulu,,,,,information-board,Kunta,Kunta / muu,,246226.45420998,6704779.93607922,Point (246226.45420998 6704779.93607922)
325,Rauhalinnan luontopolku,Uimaranta,Kaarina,Oleskelulaituri,,,Uimaranta,3220.0,,Kunta,Kunta / muu,,246593.394243708,6704891.65980105,Point (246593.39424371 6704891.65980105)
326,Rauhalinnan luontopolku,Opastaulu,Kaarina,Luontopolun opastaulu,,,,,information-board,Kunta,Kunta / muu,,246573.169752555,6705171.06516324,Point (246573.16975255 6705171.06516324)
